MO	0	0
MP	0.2	0
MQ	0.410714285714286	0.363636363636364
MR	0.714285714285714	0.666666666666667
MS	0.228571428571429	0.783333333333333
MT	0.264150943396226	0.666666666666667
MU	0	0
MV	0.39622641509434	0.313432835820896
MW	0.0714285714285714	0.25
MX	0	0
MY	0.214285714285714	0.333333333333333
MZ	0	0
NN	0.774509803921569	0.774509803921569
NO	0	0
NP	0.693548387096774	0
NQ	0.884210526315789	0.455696202531646
NR	1	0.523809523809524
NS	0.655172413793103	0.870967741935484
NT	0.630630630630631	0.757352941176471
NU	0	0
NV	0.787234042553192	0.458823529411765
NW	0.758620689655172	0.117647058823529
NX	0	0
NY	0.612903225806452	0.485436893203884
NZ	0	0
OO	0	0
OP	0	0
OQ	0	0
OR	0	0
OS	0	0
OT	0	0
OU	0	0
OV	0	0
OW	0	0
OX	0	0
OY	0	0
OZ	0	0
PP	0	0
PQ	0	0.634146341463415
PR	1	0.507246376811594
PS	0	0.75
PT	0	0.445086705202312
PU	0	0
PV	0	0.259067357512953
PW	0	0
PX	0	0
PY	0.5	0.28169014084507
PZ	0	0
QQ	0.775510204081633	0.775510204081633
QR	0.888888888888889	0.461538461538462
QS	0.373134328358209	0.990384615384615
QT	0.454545454545455	0.808510638297872
QU	0	0
QV	0.443548387096774	0.575221238938053
QW	0.434782608695652	0.153846153846154
QX	0	0
QY	0.34375	0.617647058823529
QZ	0	0
RR	1	1
RS	0.8	1
RT	0.363636363636364	0.952380952380952
RU	0	0
RV	0.41304347826087	0.76
RW	0.75	0.5
RX	0	0
RY	0.352941176470588	0.761904761904762
RZ	0	0
SS	0.739669421487603	0.739669421487603
ST	0.830845771144279	0.550802139037433
SU	0	0
SV	0.871323529411765	0.152173913043478
SW	0.735294117647059	0.0789473684210526
SX	0	0
SY	0.715384615384615	0.300751879699248
SZ	0	0
TT	0.610576923076923	0.610576923076923
TU	0	0
TV	0.767068273092369	0.281553398058252
TW	0.514285714285714	0.148148148148148
TX	0	0
TY	0.61864406779661	0.357142857142857
TZ	0	0
UU	0	0
UV	0	0
UW	0	0
UX	0	0
UY	0	0
UZ	0	0
VV	0.430809399477807	0.430809399477807
VW	0.4	0.244897959183673
VX	0	0
VY	0.29940119760479	0.415584415584416
VZ	0	0
WW	0.25	0.25
WX	0	0
WY	0.136363636363636	0.444444444444444
WZ	0	0
XX	0	0
XY	0	0
XZ	0	0
YY	0.358695652173913	0.358695652173913
YZ	0	0
ZZ	0	0
