AA	0.654970760233918	0.654970760233918
AB	0	0
AC	0.651162790697674	0.457142857142857
AD	0.51010101010101	0.885
AE	0.736401673640167	0.646067415730337
AF	0.555023923444976	0.262910798122066
AG	0.516728624535316	0.984126984126984
AH	0.924242424242424	0.253731343283582
AI	0	0
AJ	0	0
AK	0.73972602739726	0.385
AL	0.709466811751904	0.242574257425743
AM	0.724137931034483	0.265625
AN	0.748427672955975	0.641711229946524
AO	0	0
AP	0.517482517482518	0.5
AQ	0.905405405405405	0.411764705882353
AR	0.9	0.361111111111111
AS	0.668508287292818	0.774647887323944
AT	0.684684684684685	0.546468401486989
AU	0	0
AV	0.76685393258427	0.315985130111524
AW	0.533333333333333	0.3
AX	0	0
AY	0.661016949152542	0.333333333333333
AZ	0	0
BB	0	0
BC	0	0
BD	0	0
BE	0	0
BF	0	0
BG	0	0
BH	0	0
BI	0	0
BJ	0	0
BK	0	0
BL	0	0
BM	0	0
BN	0	0
BO	0	0
BP	0	0
BQ	0	0
BR	0	0
BS	0	0
BT	0	0
BU	0	0
BV	0	0
BW	0	0
BX	0	0
BY	0	0
BZ	0	0
CC	0.5	0.5
CD	0.588235294117647	0.951219512195122
CE	0.571428571428571	0.743589743589744
CF	0.6	0.461538461538462
CG	0.262295081967213	0.934782608695652
CH	0.727272727272727	0.117647058823529
CI	0	0
CJ	0	0
CK	1	0.142857142857143
CL	0.511111111111111	0.330275229357798
CM	0.642857142857143	0.444444444444444
CN	0.45	0.8125
CO	0	0
CP	0.457142857142857	0
CQ	0.714285714285714	0.80952380952381
CR	1	0.333333333333333
CS	0.375	0.880952380952381
CT	0.724137931034483	0.538461538461538
CU	0	0
CV	0.551724137931034	0.426229508196721
CW	0.25	0.538461538461538
CX	0	0
CY	0.5	0.428571428571429
CZ	0	0
DD	0.847222222222222	0.847222222222222
DE	0.84	0.561151079136691
DF	0.852272727272727	0.300653594771242
DG	0.814102564102564	0.952
DH	1	0.24390243902439
DI	0	0
DJ	0	0
DK	0.987951807228916	0.483870967741936
DL	0.912912912912913	0.228991596638655
DM	0.893617021276596	0.195402298850575
DN	0.948717948717949	0.658823529411765
DO	0	0
DP	0.777777777777778	0
DQ	0.971014492753623	0.358490566037736
DR	1	0.727272727272727
DS	0.89873417721519	0.748427672955975
DT	0.926315789473684	0.571428571428571
DU	0	0
DV	0.923076923076923	0.317460317460317
DW	0.942857142857143	0.0833333333333333
DX	0	0
DY	0.851239669421488	0.284810126582279
DZ	0	0
EE	0.801980198019802	0.801980198019802
EF	0.687150837988827	0.274647887323944
EG	0.560165975103734	0.993548387096774
EH	0.957142857142857	0.311111111111111
EI	0	0
EJ	0	0
EK	0.897727272727273	0.298387096774194
EL	0.744444444444444	0.333941605839416
EM	0.732558139534884	0.348314606741573
EN	0.699248120300752	0.694736842105263
EO	0	0
EP	0.9	0.333333333333333
EQ	0.969924812030075	0.606060606060606
ER	0.966666666666667	0.571428571428571
ES	0.558659217877095	0.789189189189189
ET	0.701086956521739	0.714285714285714
EU	0	0
EV	0.794871794871795	0.383720930232558
EW	0.696969696969697	0.0769230769230769
EX	0	0
EY	0.74375	0.307017543859649
EZ	0	0
FF	0.206611570247934	0.206611570247934
FG	0.238095238095238	0.980952380952381
FH	0.680851063829787	0.287878787878788
FI	0	0
FJ	0	0
FK	0.5	0.280701754385965
FL	0.307881773399015	0.233644859813084
FM	0.261904761904762	0.238095238095238
FN	0.405660377358491	0.564285714285714
FO	0	0
FP	0.206611570247934	0.25
FQ	0.577319587628866	0.4
FR	0.739130434782609	0.625
FS	0.23463687150838	0.733695652173913
FT	0.302816901408451	0.54945054945055
FU	0	0
FV	0.400966183574879	0.339285714285714
FW	0.230769230769231	0.111111111111111
FX	0	0
FY	0.292929292929293	0.271844660194175
FZ	0	0
GG	0.896551724137931	0.896551724137931
GH	1	0.205882352941176
GI	0	0
GJ	0	0
GK	0.952380952380952	0.234042553191489
GL	0.987421383647799	0.197657393850659
GM	0.938461538461538	0.197674418604651
GN	0.981981981981982	0.576271186440678
GO	0	0
GP	0.939655172413793	0
GQ	1	0.210526315789474
GR	0.954545454545455	0.470588235294118
GS	0.974193548387097	0.625592417061611
GT	0.992957746478873	0.483333333333333
GU	0	0
GV	0.992537313432836	0.244813278008299
GW	0.973684210526316	0.108108108108108
GX	0	0
GY	0.982456140350877	0.226600985221675
GZ	0	0
HH	0.333333333333333	0.333333333333333
HI	0	0
HJ	0	0
HK	0.1875	0.533333333333333
HL	0.242152466367713	0.644970414201183
HM	0.352941176470588	0.75
HN	0.303030303030303	0.921052631578947
HO	0	0
HP	0.21875	1
HQ	0.463414634146341	1
HR	0.444444444444444	1
HS	0.315789473684211	0.941176470588235
HT	0.285714285714286	0.941176470588235
HU	0	0
HV	0.318840579710145	0.769230769230769
HW	0.1875	0.363636363636364
HX	0	0
HY	0.326530612244898	0.695652173913043
HZ	0	0
II	0	0
IJ	0	0
IK	0	0
IL	0	0
IM	0	0
IN	0	0
IO	0	0
IP	0	0
IQ	0	0
IR	0	0
IS	0	0
IT	0	0
IU	0	0
IV	0	0
IW	0	0
IX	0	0
IY	0	0
IZ	0	0
JJ	0	0
JK	0	0
JL	0	0
JM	0	0
JN	0	0
JO	0	0
JP	0	0
JQ	0	0
JR	0	0
JS	0	0
JT	0	0
JU	0	0
JV	0	0
JW	0	0
JX	0	0
JY	0	0
JZ	0	0
KK	0.416666666666667	0.416666666666667
KL	0.308943089430894	0.409638554216867
KM	0.37037037037037	0.346938775510204
KN	0.391891891891892	0.75609756097561
KO	0	0
KP	0.317307692307692	0
KQ	0.309090909090909	0.703703703703704
KR	0.583333333333333	0.75
KS	0.223880597014925	0.904109589041096
KT	0.363636363636364	0.833333333333333
KU	0	0
KV	0.254054054054054	0.5125
KW	0.181818181818182	0.454545454545455
KX	0	0
KY	0.274725274725275	0.5
KZ	0	0
LL	0.337435897435897	0.337435897435897
LM	0.268156424581006	0.276785714285714
LN	0.330434782608696	0.673469387755102
LO	0	0
LP	0.205567451820128	0.111111111111111
LQ	0.512820512820513	0.458762886597938
LR	0.660377358490566	0.513333333333333
LS	0.19831223628692	0.822320117474302
LT	0.268022181146026	0.653295128939828
LU	0	0
LV	0.342682926829268	0.393133997785161
LW	0.245614035087719	0.168421052631579
LX	0	0
LY	0.287790697674419	0.344559585492228
LZ	0	0
MM	0.206896551724138	0.206896551724138
MN	0.333333333333333	0.66
