AA	0.0754663651780667	0.0754663651780667
AB	0	0
AC	0.0779816513761468	0.0591259640102828
AD	0.0635593220338983	0.0721769499417928
AE	0.0841913991520291	0.0666106912958298
AF	0.0852309694209499	0.0470737913486005
AG	0.0573802928373566	0.116034719049794
AH	0.1088	0.0376068376068376
AI	0	0
AJ	0	0
AK	0.0270165959089155	0.20360824742268
AL	0.108316921678534	0.032306992264523
AM	0.103004291845494	0.032051282051282
AN	0.0848078096400244	0.0818915801614764
AO	0	0
AP	0.0496134020618557	0.111753371868979
AQ	0.124408384043272	0.049966239027684
AR	0.0168855534709193	0.196969696969697
AS	0.0586756077116513	0.094764171354392
AT	0.0791094268119375	0.0818390804597701
AU	0	0
AV	0.109122807017544	0.0335946248600224
AW	0.058641975308642	0.0453074433656958
AX	0	0
AY	0.0729349736379613	0.0426086956521739
AZ	0	0
BB	0	0
BC	0	0
BD	0	0
BE	0	0
BF	0	0
BG	0	0
BH	0	0
BI	0	0
BJ	0	0
BK	0	0
BL	0	0
BM	0	0
BN	0	0
BO	0	0
BP	0	0
BQ	0	0
BR	0	0
BS	0	0
BT	0	0
BU	0	0
BV	0	0
BW	0	0
BX	0	0
BY	0	0
BZ	0	0
CC	0.0491803278688525	0.0491803278688525
CD	0.114143920595533	0.0992555831265509
CE	0.11214953271028	0.0674846625766871
CF	0.0829875518672199	0.0791666666666667
CG	0.0373134328358209	0.175925925925926
CH	0.0892857142857143	0.0143884892086331
CI	0	0
CJ	0	0
CK	0.0319148936170213	0.05
CL	0.08584686774942	0.0401267159450898
CM	0.126582278481013	0.072289156626506
CN	0.0491803278688525	0.0986394557823129
CO	0	0
CP	0.0425531914893617	0.115384615384615
CQ	0.11864406779661	0.0694980694980695
CR	0.0237154150197628	0.25
CS	0.0329411764705882	0.124031007751938
CT	0.0927536231884058	0.0692520775623269
CU	0	0
CV	0.0562659846547315	0.0549682875264271
CW	0.0350877192982456	0.07
CX	0	0
CY	0.0353535353535354	0.0543933054393305
CZ	0	0
DD	0.0475713570355533	0.0475713570355533
DE	0.0310600945307225	0.0430672268907563
DF	0.0897510133178923	0.0510493477027794
DG	0.062559694364852	0.168869309838473
DH	0.0806100217864924	0.0374220374220374
DI	0	0
DJ	0	0
DK	0.047270955165692	0.052734375
DL	0.0935849056603774	0.0238251725271114
DM	0.0722689075630252	0.0396039603960396
DN	0.0635792778649922	0.0931972789115646
DO	0	0
DP	0.0319277108433735	0.160210111621799
DQ	0.0683520599250936	0.033605812897366
DR	0.045373665480427	0.147368421052632
DS	0.0676691729323308	0.116991643454039
DT	0.05410225921522	0.0688046647230321
DU	0	0
DV	0.0910530482977039	0.0300638857572341
DW	0.084788029925187	0.0266990291262136
DX	0	0
DY	0.0807926829268293	0.0483641536273115
DZ	0	0
EE	0.0527363184079602	0.0527363184079602
EF	0.0689655172413793	0.0431806213796735
EG	0.0565805658056581	0.184791496320523
EH	0.109219858156028	0.0401929260450161
EI	0	0
EJ	0	0
EK	0.0265761945151258	0.0374203821656051
EL	0.0864152325155621	0.032939401558964
EM	0.0824742268041237	0.0601965601965602
EN	0.0444839857651246	0.0764857881136951
EO	0	0
EP	0.0344036697247706	0.20063821300359
EQ	0.0838852097130243	0.05653912050257
ER	0.0225043277553376	0.0972222222222222
ES	0.0419185812172511	0.127356675644479
ET	0.059419014084507	0.103400093153237
EU	0	0
EV	0.0746464978625452	0.026551503518874
EW	0.0566893424036281	0.0192771084337349
EX	0	0
EY	0.08311345646438	0.0484210526315789
EZ	0	0
FF	0.0342717258261934	0.0342717258261934
FG	0.0338164251207729	0.163177339901478
FH	0.104683195592287	0.0425055928411633
FI	0	0
FJ	0	0
FK	0.0229528535980149	0.0909090909090909
FL	0.0477918935269208	0.0331988830282346
FM	0.0359477124183007	0.0488599348534202
FN	0.0484330484330484	0.0836298932384342
FO	0	0
FP	0.0260416666666667	0.0736738703339882
FQ	0.0855745721271394	0.0485549132947977
FR	0.0303605313092979	0.234375
FS	0.0321100917431193	0.104634831460674
FT	0.0405932864949258	0.0892282958199357
FU	0	0
FV	0.0641781270464964	0.0532703978422117
FW	0.0272727272727273	0.0206611570247934
FX	0	0
FY	0.0407608695652174	0.0445945945945946
FZ	0	0
GG	0.0774681152574398	0.0774681152574398
GH	0.184121621621622	0.0256410256410256
GI	0	0
GJ	0	0
GK	0.0653930933137399	0.0833333333333333
GL	0.164776754075124	0.025722339675828
GM	0.159937888198758	0.0295031055900621
GN	0.145504461221688	0.0747493163172288
GO	0	0
GP	0.0962643678160919	0.0511049723756906
GQ	0.205103969754253	0.0197132616487455
GR	0.0428954423592493	0.207792207792208
GS	0.108433734939759	0.0636
GT	0.121724890829694	0.054954954954955
GU	0	0
GV	0.166137985725615	0.0267930750206101
GW	0.117206982543641	0.0126182965299685
GX	0	0
GY	0.191290824261275	0.0357142857142857
GZ	0	0
HH	0.036144578313253	0.036144578313253
HI	0	0
HJ	0	0
HK	0.0169082125603865	0.188235294117647
HL	0.0414572864321608	0.0812080536912752
HM	0.0425531914893617	0.115942028985507
HN	0.0304709141274238	0.124223602484472
HO	0	0
HP	0.0147991543340381	0.0469613259668508
HQ	0.0733333333333333	0.0610169491525424
HR	0.0125628140703518	0.307692307692308
HS	0.0387755102040816	0.170357751277683
HT	0.0436781609195402	0.0934579439252336
HU	0	0
HV	0.0485133020344288	0.0852459016393443
HW	0.0337078651685393	0.0987654320987654
HX	0	0
HY	0.0568862275449102	0.108823529411765
HZ	0	0
II	0	0
IJ	0	0
IK	0	0
IL	0	0
IM	0	0
IN	0	0
IO	0	0
IP	0	0
IQ	0	0
IR	0	0
IS	0	0
IT	0	0
IU	0	0
IV	0	0
IW	0	0
IX	0	0
IY	0	0
IZ	0	0
JJ	0	0
JK	0	0
JL	0	0
JM	0	0
JN	0	0
JO	0	0
JP	0	0
JQ	0	0
JR	0	0
JS	0	0
JT	0	0
JU	0	0
JV	0	0
JW	0	0
JX	0	0
JY	0	0
JZ	0	0
KK	0.0118534482758621	0.0118534482758621
KL	0.128246753246753	0.0183459091581595
KM	0.212765957446809	0.0284900284900285
KN	0.102310231023102	0.0388278388278388
KO	0	0
KP	0.0278004905968929	0.0203527815468114
KQ	0.0931372549019608	0.0281810418445773
KR	0.012987012987013	0.0702479338842975
KS	0.0837988826815642	0.0438756855575868
KT	0.106837606837607	0.042603550295858
KU	0	0
KV	0.0990291262135922	0.019009900990099
KW	0.0327868852459016	0.0192837465564738
KX	0	0
KY	0.104838709677419	0.0231316725978648
KZ	0	0
LL	0.0529929840274668	0.0529929840274668
LM	0.0403481012658228	0.0530421216848674
LN	0.0375347544022243	0.104374702805516
LO	0	0
LP	0.022523557802804	0.131059751972943
LQ	0.0592067988668555	0.0605884066414215
LR	0.0255004766444233	0.296992481203008
LS	0.024995915700049	0.123892204738651
LT	0.0328498293515358	0.110224648330884
LU	0	0
LV	0.0518453427065026	0.0612076095947064
LW	0.0420289855072464	0.0227272727272727
LX	0	0
LY	0.0389210019267823	0.0568306010928962
LZ	0	0
MM	0.0437158469945355	0.0437158469945355
MN	0.0405405405405405	0.102756892230576
MO	0	0
MP	0.0278637770897833	0.0909090909090909
MQ	0.0785907859078591	0.0260869565217391
MR	0.032171581769437	0.5
MS	0.0354906054279749	0.1113074204947
MT	0.0319148936170213	0.111904761904762
MU	0	0
MV	0.0819397993311037	0.0384615384615385
MW	0.0149253731343284	0.0266666666666667
MX	0	0
MY	0.0384615384615385	0.0604838709677419
MZ	0	0
NN	0.0852320675105485	0.0852320675105485
NO	0	0
NP	0.0583892617449664	0.119402985074627
NQ	0.138949671772429	0.0508108108108108
NR	0.032474804031355	0.229166666666667
NS	0.0802387267904509	0.102027027027027
NT	0.0712510356255178	0.10702614379085
NU	0	0
NV	0.125129265770424	0.0503763752171396
