peptide_mass is: 4971.925200
peptide_mass is: 5380.354400
peptide_mass is: 5652.320800
peptide_mass is: 5218.298400
peptide_mass is: 6727.829500
peptide_mass is: 4757.962800
peptide_mass is: 4921.015200
peptide_mass is: 5025.114000
peptide_mass is: 5616.381200
peptide_mass is: 6072.463000
peptide_mass is: 5910.419600
peptide_mass is: 4597.916800
peptide_mass is: 5926.411200
peptide_mass is: 8947.654800
peptide_mass is: 5764.357600
peptide_mass is: 5871.410400
peptide_mass is: 7472.083000
peptide_mass is: 5707.322800
peptide_mass is: 5805.261200
peptide_mass is: 5787.294000
peptide_mass is: 5676.322800
peptide_mass is: 4847.000800
peptide_mass is: 4854.597360
peptide_mass is: 5138.712960
peptide_mass is: 5407.898400
peptide_mass is: 4552.459200
peptide_mass is: 4816.615800
peptide_mass is: 4551.481000
peptide_mass is: 4838.609700
peptide_mass is: 4550.460600
peptide_mass is: 5104.753200
peptide_mass is: 5369.891700
peptide_mass is: 5353.924200
peptide_mass is: 5342.138400
peptide_mass is: 7122.894500
peptide_mass is: 8905.578000
peptide_mass is: 5082.784800
peptide_mass is: 4784.631000
peptide_mass is: 4839.598440
peptide_mass is: 4517.475000
peptide_mass is: 4516.486250
peptide_mass is: 5050.779000
peptide_mass is: 4783.633020
peptide_mass is: 4516.479960
peptide_mass is: 5632.783200
peptide_mass is: 5747.803600
peptide_mass is: 5681.659200
peptide_mass is: 5011.232650
peptide_mass is: 6633.577200
peptide_mass is: 6900.720600
peptide_mass is: 7166.862000
peptide_mass is: 5568.954600
peptide_mass is: 5551.949400
peptide_mass is: 5922.853200
peptide_mass is: 5568.919500
peptide_mass is: 4597.429800
peptide_mass is: 5129.764500
peptide_mass is: 4864.616000
peptide_mass is: 4863.613800
peptide_mass is: 6350.406000
peptide_mass is: 6616.580400
peptide_mass is: 6084.262800
peptide_mass is: 6369.405600
peptide_mass is: 6103.228200
peptide_mass is: 5552.992000
peptide_mass is: 5396.905500
peptide_mass is: 6882.718800
peptide_mass is: 5395.915600
peptide_mass is: 5663.086800
peptide_mass is: 5818.104600
peptide_mass is: 5609.935800
peptide_mass is: 4964.662440
peptide_mass is: 5820.105000
peptide_mass is: 7148.880500
peptide_mass is: 6882.738500
peptide_mass is: 6617.604000
peptide_mass is: 6366.422400
peptide_mass is: 5129.799420
peptide_mass is: 5762.158200
peptide_mass is: 6351.433000
peptide_mass is: 5496.993000
peptide_mass is: 5021.718600
peptide_mass is: 6085.254500
peptide_mass is: 4964.699750
