global step 	 epoch 	 step-time 	perplexity 	 last_accuracy_AA 	 last_accuracy_peptide 	valid_bucket_id 	 perplexity 	 accuracy_AA 	 accuracy_peptide 
50 	 0.0 	 0.53 	 4.3809 	 0.3736 	 0.0000 	0 	 2.5337 	 0.4431 	 0.0119 	1 	 2.6595 	 0.3460 	 0.0000 	2 	 2.7955 	 0.2690 	 0.0000 	
100 	 0.0 	 0.41 	 2.5184 	 0.5367 	 0.0312 	0 	 1.9340 	 0.7065 	 0.1621 	1 	 2.1167 	 0.6149 	 0.0113 	2 	 2.2739 	 0.5441 	 0.0000 	
150 	 0.0 	 0.39 	 2.0914 	 0.6826 	 0.0625 	0 	 1.7626 	 0.7660 	 0.2547 	1 	 1.9237 	 0.6806 	 0.0308 	2 	 2.1073 	 0.6022 	 0.0017 	
200 	 0.0 	 0.41 	 1.9432 	 0.6551 	 0.0312 	0 	 1.6723 	 0.7996 	 0.2971 	1 	 1.8157 	 0.7257 	 0.0647 	2 	 2.0223 	 0.6491 	 0.0034 	
250 	 0.0 	 0.39 	 1.8536 	 0.8129 	 0.3125 	0 	 1.6308 	 0.8209 	 0.3548 	1 	 1.7758 	 0.7478 	 0.0902 	2 	 1.9917 	 0.6719 	 0.0086 	
300 	 0.0 	 0.39 	 1.7961 	 0.7285 	 0.0938 	0 	 1.6028 	 0.8359 	 0.3854 	1 	 1.7340 	 0.7574 	 0.1005 	2 	 1.9663 	 0.6638 	 0.0069 	
350 	 0.1 	 0.43 	 1.7800 	 0.7829 	 0.1875 	0 	 1.5763 	 0.8467 	 0.3990 	1 	 1.7076 	 0.7724 	 0.1181 	2 	 1.9159 	 0.6981 	 0.0172 	
400 	 0.1 	 0.38 	 1.7441 	 0.7834 	 0.1562 	0 	 1.5478 	 0.8582 	 0.4440 	1 	 1.6725 	 0.7819 	 0.1280 	2 	 1.8830 	 0.7016 	 0.0103 	
450 	 0.1 	 0.42 	 1.7100 	 0.8550 	 0.1562 	0 	 1.5363 	 0.8661 	 0.4669 	1 	 1.6616 	 0.7891 	 0.1383 	2 	 1.8726 	 0.7162 	 0.0172 	
500 	 0.1 	 0.38 	 1.6766 	 0.8412 	 0.3750 	0 	 1.5105 	 0.8727 	 0.4856 	1 	 1.6399 	 0.8008 	 0.1735 	2 	 1.8695 	 0.7059 	 0.0103 	
550 	 0.1 	 0.42 	 1.6946 	 0.7934 	 0.1562 	0 	 1.5125 	 0.8752 	 0.4864 	1 	 1.6446 	 0.7970 	 0.1698 	2 	 1.8629 	 0.7083 	 0.0207 	
600 	 0.1 	 0.40 	 1.6690 	 0.7505 	 0.0938 	0 	 1.5009 	 0.8863 	 0.5051 	1 	 1.6274 	 0.8080 	 0.1765 	2 	 1.8354 	 0.7305 	 0.0138 	
650 	 0.1 	 0.40 	 1.6523 	 0.7826 	 0.1875 	0 	 1.4883 	 0.8872 	 0.5051 	1 	 1.6092 	 0.8154 	 0.1973 	2 	 1.8340 	 0.7327 	 0.0190 	
700 	 0.1 	 0.40 	 1.6471 	 0.8974 	 0.4062 	0 	 1.4700 	 0.8893 	 0.5119 	1 	 1.6049 	 0.8166 	 0.2030 	2 	 1.8272 	 0.7276 	 0.0172 	
750 	 0.1 	 0.41 	 1.6193 	 0.8377 	 0.2812 	0 	 1.4636 	 0.8969 	 0.5357 	1 	 1.5944 	 0.8212 	 0.2076 	2 	 1.8069 	 0.7348 	 0.0190 	
800 	 0.1 	 0.39 	 1.6281 	 0.7642 	 0.1875 	0 	 1.4762 	 0.8898 	 0.5153 	1 	 1.6027 	 0.8207 	 0.2040 	2 	 1.8142 	 0.7435 	 0.0190 	
850 	 0.1 	 0.39 	 1.6216 	 0.8053 	 0.0312 	0 	 1.4582 	 0.9003 	 0.5492 	1 	 1.5816 	 0.8316 	 0.2342 	2 	 1.7967 	 0.7401 	 0.0224 	
900 	 0.1 	 0.40 	 1.5980 	 0.8869 	 0.3750 	0 	 1.4515 	 0.9014 	 0.5628 	1 	 1.5716 	 0.8328 	 0.2504 	2 	 1.7943 	 0.7435 	 0.0379 	
950 	 0.2 	 0.41 	 1.5799 	 0.9182 	 0.6250 	0 	 1.4442 	 0.9025 	 0.5611 	1 	 1.5710 	 0.8349 	 0.2524 	2 	 1.8016 	 0.7386 	 0.0241 	
1000 	 0.2 	 0.39 	 1.5843 	 0.8444 	 0.2188 	0 	 1.4518 	 0.9039 	 0.5815 	1 	 1.5685 	 0.8356 	 0.2554 	2 	 1.7904 	 0.7432 	 0.0328 	
1050 	 0.2 	 0.39 	 1.5977 	 0.7928 	 0.1875 	0 	 1.4424 	 0.9085 	 0.5560 	1 	 1.5632 	 0.8392 	 0.2451 	2 	 1.7765 	 0.7497 	 0.0207 	
1100 	 0.2 	 0.41 	 1.5813 	 0.9294 	 0.5938 	0 	 1.4291 	 0.9109 	 0.5781 	1 	 1.5560 	 0.8387 	 0.2627 	2 	 1.7764 	 0.7620 	 0.0345 	
1150 	 0.2 	 0.41 	 1.5571 	 0.8460 	 0.2812 	0 	 1.4277 	 0.9064 	 0.5705 	1 	 1.5617 	 0.8391 	 0.2385 	2 	 1.7796 	 0.7510 	 0.0328 	
1200 	 0.2 	 0.40 	 1.5689 	 0.8448 	 0.3438 	0 	 1.4176 	 0.9128 	 0.5891 	1 	 1.5507 	 0.8432 	 0.2683 	2 	 1.7711 	 0.7563 	 0.0345 	
1250 	 0.2 	 0.39 	 1.5681 	 0.8512 	 0.2812 	0 	 1.4232 	 0.9120 	 0.5806 	1 	 1.5510 	 0.8418 	 0.2514 	2 	 1.7821 	 0.7530 	 0.0397 	
1300 	 0.2 	 0.40 	 1.5739 	 0.7874 	 0.0625 	0 	 1.4212 	 0.9187 	 0.5951 	1 	 1.5467 	 0.8492 	 0.2769 	2 	 1.7694 	 0.7620 	 0.0276 	
1350 	 0.2 	 0.39 	 1.5351 	 0.9522 	 0.7500 	0 	 1.4154 	 0.9136 	 0.5959 	1 	 1.5469 	 0.8411 	 0.2594 	2 	 1.7644 	 0.7607 	 0.0379 	
1400 	 0.2 	 0.40 	 1.5618 	 0.8398 	 0.3438 	0 	 1.4202 	 0.9144 	 0.5968 	1 	 1.5397 	 0.8486 	 0.2959 	2 	 1.7547 	 0.7662 	 0.0328 	
